0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
900,900.0,-0.7820320249999999,-1.2778968750000002,9.42742925,0.0086822512,0.8180236999999999,-0.19974518,53.90031616666666,-51.1745875,-260.98370611111113,9.5460179229057,0.8424879417181543,271.3650302088417,104.00715744681656,109.25020521134138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
1000,1000.0,0.26124355,-0.3420998657142857,8.575952000000001,-0.16640363428571428,-0.7064405114285714,0.001133509999999999,55.65033,-51.95058133333333,-261.8001333333333,8.586852912241545,0.7260666079281702,272.6452674081716,104.06612030365368,109.24951897435548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
1100,1100.0,0.7013727833333334,-0.9131749666666666,9.976501166666663,0.0035349527333333342,-0.2417348233333333,-0.09180196,53.99933000000001,-51.18034355,-262.69539,10.042742802391642,0.25912077064416084,273.02840831141066,104.1250831604908,109.24883273736958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
1200,1200.0,0.9663263666666668,-1.7858657999999998,12.5087635,-0.08586501999999999,0.6710205025,0.00025558524999999555,53.579712199999996,-48.8397208,-263.460082,12.67586670154912,0.6784886413688676,273.2557313660394,104.1840460173279,109.24814650038368,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,997.000000,
1300,1300.0,0.676391612,-1.07342528,10.1128814,-0.0025024414000000004,0.089920044,0.04206848,56.91040200000001,-49.8596188,-263.340148,10.192635186635043,0.09930575781611442,273.9946503823142,104.243008874165,109.24746026339778,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,939.000000,
1400,1400.0,-1.11662035,-0.8365605700000001,10.159658,-0.025720214600000003,-0.1312377928,0.228063968,56.24188873684211,-48.48970052631579,-263.8422910526316,10.255536182021329,0.2660892769715006,274.0936458769304,104.30197173100213,109.24677402641187,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,871.000000,
1500,1500.0,-1.3037719333333333,1.00457256,6.760686200000001,0.12816873983333332,-0.9749984833333334,-0.44689178166666665,57.035019705882355,-50.42616870588235,-262.64954,6.958167511627427,1.0825059821371372,273.4604966037508,104.36093458783924,109.246087789426,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,805.000000,
1600,1600.0,-0.07203063800000001,-0.96377257,9.936679,-0.113113405,-0.9155095333333334,-0.16458893333333335,52.32151628571428,-48.578607380952384,-264.82187476190484,9.98422127045736,0.9371551540535821,274.2794231292686,104.41989744467637,109.24540155244007,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,736.000000,
1700,1700.0,1.3755066,-0.396353152,10.8340244,0.3741455028571429,0.4635227814285714,-0.2753819057142857,51.24969433333334,-47.699992,-265.45054,10.928208680680893,0.656821486586378,274.52866224598444,104.47886030151346,109.2447153154542,0.5166666666666667,0.25,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.25,0.2333333333333333,0.5166666666666667,0.26666666666666666,0.5,0.5166666666666667,0.18333333333333326,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.45,0.75,0.45,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7333333333333333,0.45,0.7333333333333333,0.5666666666666667,0.75,0.75,0.5666666666666667,0.7166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,663.000000,
1800,1800.0,0.4556427,-0.313510136,10.9522886,-0.5417048000000001,0.445358275,-0.038002014,56.17204826086957,-47.32831908695653,-266.09955,10.966292851907443,0.7026102124685121,276.0530011356411,104.53782315835058,109.24402907846829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,585.000000,
